recno	P	Cluster	RAJ2000	DEJ2000	Class	Diam	Dist	E(B-V)	Age	r_pmRA	pmRA	pmDE	Nc	K14	RV	o_RV	r_RV	[Fe/H]	o_[Fe/H]	TrType	WEBDA	Lynga
192		Majaess 36	03 51 37	+51 31 00	IR	4.0								K14							WEBDA	Lynga
193		Czernik 17	03 52 24	+61 57 00		8.0	7000	0.72	8.05	D14	-2.3	1.81	37	K14						4-1-p-*	WEBDA	Lynga
194		Juchert 9	03 55 21	+58 23 30		3.0	4400	0.79	7.6	D14	-0.35	0.92	28	K14							WEBDA	Lynga
195		FSR 0654	03 55 35	+54 01 14	IR	3.1	4000	1.42	8.508	D14	1.3	-6.13	16	K14							WEBDA	Lynga
196		FSR 0655	03 56 14	+53 51 54	IR	1.4	1742	1.228	8.72	K12	1.21	-2.24	2	K14							WEBDA	Lynga
197		NGC 1520	03 57 51	-76 47 42		7.2	775	0.06	9.3	D14	4.39	3.83	22	K14							WEBDA	Lynga
198		FSR 0656	03 58 53	+53 37 54	IR	1.5	1400	0.949	8.895	D14	-0.1	-1.84	9	K14							WEBDA	Lynga
199	P	King 7	03 59 00	+51 48 00		7.0	2200	1.25	8.82	D14	0.83	-1.36	89	K14				-0.17	1		WEBDA	Lynga
200		FSR 0647	03 59 11	+57 13 37	IR	2.5								K14							WEBDA	Lynga
201		Alicante 1	03 59 18	+57 14 14		2.0	3981	0.67	6.6	K12	-1.76	1.36	2	K14	-32.4	1	K12				WEBDA	Lynga
202		NGC 1498	04 00 18	-12 00 54	p	7.6	1020	0.04	9.2	D14	2.07	-7.54	8	K14							WEBDA	Lynga
203		Juchert 19	04 02 20	+52 26 39		2.0	1340	0.28	9.3	K12	-4.65	-3.83	3	K14							WEBDA	Lynga
204		FSR 0660	04 02 38	+51 55 56	IR	2.6	5126	0.625	9.22	K12	-4.81	0.71	7	K14				-0.49	1		WEBDA	Lynga
205		Majaess 41	04 03 19	+51 17 58	IR	25.0				D14	0.19	0.05	345	K14	-24.2	1	D14				WEBDA	Lynga
206		Majaess 42	04 03 48	+51 01 05	IR	2.0								K14							WEBDA	Lynga
207	P	NGC 1496	04 04 32	+52 39 42		4.0	1230	0.45	8.8	D14	0.48	1.4	52	K14	-14.43	1	MMU				WEBDA	Lynga
208		FSR 0665	04 05 12	+51 31 20	IR	4.3				D14	1.01	1.52	27	K14							WEBDA	Lynga
209		Dolidze 14	04 06 43	+27 32 34		19.0	1670	0.32	9.1	D14	1.71	-0.88	131	K14						3-1-p-*	WEBDA	Lynga
210		FSR 0667	04 07 09	+51 10 18	IR	2.8	1818	0.937	8.08	K12	-0.66	-1.05	2	K14							WEBDA	Lynga
211	P	NGC 1502	04 07 50	+62 19 54	v	8.0	1000	0.7	7.0	D14	-0.55	-0.91	102	K14	-9.7	3	MMU			1-3-m-*	WEBDA	Lynga
212	P	NGC 1513	04 09 57	+49 30 54		10.0	1320	0.67	8.11	D14	1.11	-4.66	180	K14	-15.13	1	FM09				WEBDA	Lynga
213		Juchert 20	04 10 47	+46 52 01		5.0	2420	0.7	8.55	D14	-0.09	-0.92	51	K14							WEBDA	Lynga
214		FSR 0674	04 12 21	+48 44 07	IR	2.0	3400	1.02	8.56	K12	-2.37	-1.78	12	K14							WEBDA	Lynga
215		NGC 1557	04 13 11	-70 28 18	p	26.0	1055	0.11	9.48	D14	2.86	5.71	120	K14	4.96	2	D14				WEBDA	Lynga
216	P	NGC 1528	04 15 23	+51 12 54		16.0	1090	0.26	8.6	D14	0.9	-1.08	405	K14	-16.9	5	FM09				WEBDA	Lynga
217		SAI 36	04 16 50	+41 04 00		3.0	3000	0.55	9.1	D14	0.86	-3.77	22	K14							WEBDA	Lynga
218		Waterloo 1	04 18 36	+52 51 30	d	5.0	4400	0.91	8.6	D14	-0.94	-1.4	41	K14							WEBDA	Lynga
219		IC 361	04 19 00	+58 18 00		6.0	1070	1.117	7.718	D14	1.28	-2.52	139	K14							WEBDA	Lynga
220		Mayer 2	04 19 45	+53 10 00		3.0	1589	1.06	7.4	D14	-1.41	-5.88	20	K14						3-1-p-n	WEBDA	Lynga
221	P	Berkeley 11	04 20 36	+44 55 00		5.0	2200	0.95	8.041	D14	0.87	-2.71	79	K14				0.01			WEBDA	Lynga
222	P	NGC 1545	04 20 57	+50 15 12		18.0	711	0.303	8.448	D14	-0.22	-1.52	377	K14	-12.42	3	MMU	-0.13	3		WEBDA	Lynga
223		NGC 1548	04 21 20	+36 55 00	nf	30.0	2501	1.099	9.02	D14	3.71	-2.39	377	K14							WEBDA	Lynga
224		FSR 0671	04 22 30	+51 50 40	IR	0.6	3501	1.399	7.9	K12	-1.2	2.09	2	K14							WEBDA	Lynga
225		FSR 0756	04 24 13	+29 42 14		4.2	1800	0.97	8.48	D14	1.78	-2.72	23	K14							WEBDA	Lynga
226		FSR 0662	04 24 30	+54 58 01	IR	3.6								K14							WEBDA	Lynga
227		FSR 0686	04 25 51	+46 05 53	IR	1.3	1638	1.02	8.61	D14	-1.64	-5.37	14	K14							WEBDA	Lynga
228		Melotte 25	04 26 54	+15 52 00		330.0	45	0.01	8.896					K14	39.29	33	M09	0.13	55		WEBDA	Lynga
229		Czernik 18	04 28 00	+30 56 00		5.0	1052	0.27	9.0	D14	0.1	-3.72	43	K14						4-1-p-*	WEBDA	Lynga
230		NGC 1582	04 31 39	+43 44 36	d	24.0	1100	0.35	8.47	D14	0.22	0.13	599	K14	5.53	3	K12			4-2-p-*	WEBDA	Lynga
231		NGC 1605	04 34 53	+45 16 12		6.0	2559	0.97	7.61	D14	-1.97	-2.04	91	K14							WEBDA	Lynga
232		NGC 1641	04 35 32	-65 45 00	p	11.0	985	0.104	9.52	D14	6.48	8.5	37	K14						3-2-p-*	WEBDA	Lynga
233		Berkeley 67	04 38 06	+50 45 00	d	10.0	2450	0.79	9.0	D14	-0.25	-1.07	101	K14						3-1-m-*	WEBDA	Lynga
234		FSR 0687	04 39 29	+48 11 40	IR	1.5								K14							WEBDA	Lynga
235	P	NGC 1624	04 40 36	+50 27 42		3.0	6000	0.92	6.6	D14	-0.78	-0.54	149	K14						2-1-p-n	WEBDA	Lynga
236		Platais 3	04 41 37	+71 14 12		216.0	200	0.1	8.7	PLA	3.84	-21.35	3	K14	7.0	1	K05				WEBDA	Lynga
237		FSR 0714	04 42 46	+41 55 19	IR	2.6	1819	0.625	9.06	K12	-1.42	-0.2	7	K14							WEBDA	Lynga
238		FSR 0719	04 44 19	+41 48 51	IR	2.6	3500	0.62	8.945	K12	-3.32	0.26	11	K14							WEBDA	Lynga
239		Berkeley 68	04 44 30	+42 04 00		12.0	1678	0.671	8.391	D14	-0.63	0.05	238	K14							WEBDA	Lynga
240		Berkeley 12	04 44 36	+42 41 00		4.0	3162	0.7	9.6	D14	-0.78	1.41	40	K14				0.07		2-1-m-*	WEBDA	Lynga
241		FSR 0723	04 44 57	+41 30 45	IR	0.8	3103	0.75	8.965	K12	0.13	-0.17	4	K14							WEBDA	Lynga
242		FSR 0733	04 45 08	+39 46 32	IR	3.9	1500	0.5	9.06	K12	-0.76	0.12	5	K14							WEBDA	Lynga
243		Majaess 50	04 45 27	+41 58 33	IR	17.0				D14	-1.06	-0.21	394	K14							WEBDA	Lynga
244	P	NGC 1647	04 45 55	+19 06 54		40.0	540	0.37	8.158	D14	-0.74	-0.57	656	K14	-7.02	2	MMU				WEBDA	Lynga
245		Alessi 2	04 46 02	+55 12 24		30.0	501	0.18	8.5	AMD	0.25	-1.09	23	K14						4-3-m-*	WEBDA	Lynga
246		FSR 0717	04 46 06	+42 08 03	IR	2.1	1700	0.45	9.05	K12	-3.13	-1.48	2	K14							WEBDA	Lynga
247		FSR 0721	04 46 21	+41 57 07	IR	5.6	3662	0.874	8.8	D14	-0.96	-0.15	69	K14							WEBDA	Lynga
248		Ruprecht 148	04 46 30	+44 44 00		4.0	3028	0.702	7.724	D14	-1.88	0.57	48	K14							WEBDA	Lynga
249	P	NGC 1662	04 48 27	+10 56 12		20.0	437	0.304	8.625	D14	0.79	-2.17	151	K14	-13.35	2	MMU	-0.095	2		WEBDA	Lynga
250		NGC 1663	04 48 58	+13 08 54	cr	12.0	700	0.2	9.3	D14	2.18	-2.9	45	K14						4-2-p-*	WEBDA	Lynga
251		ASCC 12	04 49 55	+41 43 48		30.0	500	0.15	8.42	K12	-1.83	-2.1	3	K14							WEBDA	Lynga
252		ESO 485 20	04 50 04	-25 57 24	d	5.0				D14	-3.53	3.21	9	K14						4-2-p-*	WEBDA	Lynga
253	P	NGC 1664	04 51 06	+43 40 30		9.0	1199	0.254	8.465	BDW	1.96	-5.1	1	K14	7.5	2	MMU				WEBDA	Lynga
254		FSR 0702	04 51 40	+45 45 53	IR	0.4	2501	0.999	8.9	K12	-2.75	-4.91	5	K14							WEBDA	Lynga
255		FSR 0735	04 53 53	+40 51 42	IR	6.0	2500	0.51	8.7	D14	-0.13	-1.66	118	K14							WEBDA	Lynga
256		Teutsch 5	04 55 43	+36 46 55		3.2	2325	0.77	9.35	D14	-0.9	-1.72	13	K14							WEBDA	Lynga
257		Berkeley 13	04 55 52	+52 48 00		8.8	2470	0.66	9.0	D14	-5.56	3.25	69	K14						3-1-p-*	WEBDA	Lynga
258		FSR 0699	04 56 07	+47 23 04	IR	1.0				D14	-1.55	0.73	10	K14							WEBDA	Lynga
259		Czernik 19	04 57 09	+28 46 47		8.0	2500	0.67	7.4	D14	4.39	-1.93	98	K14						2-1-m-*	WEBDA	Lynga
260		Skiff J0458+43.0	04 58 14	+43 00 48		5.0	2125	0.18	8.95	D14	-0.01	-0.78	78	K14							WEBDA	Lynga
261		FSR 0696	04 58 35	+47 59 09	IR	1.9								K14							WEBDA	Lynga
262		NGC 1785	04 58 35	-68 50 40		6.0	3080	0.06	8.7	D14	3.43	-1.78	108	K14	9.7	1	D14				WEBDA	Lynga
263		FSR 0744	04 59 30	+38 00 42	IR	1.6	1250	0.7	8.85	D14	-3.07	-8.08	19	K14							WEBDA	Lynga
264	P	Berkeley 14	05 00 12	+43 28 00		5.0	5500	0.52	9.2	D14	-0.78	-0.45	74	K14	-4.82	5	K12				WEBDA	Lynga
265		FSR 0759	05 01 10	+35 47 41	IR	0.8	3801	0.999	9.2	K12	6.24	-4.1	1	K14							WEBDA	Lynga
266		FSR 0722	05 01 49	+44 07 42	IR	0.7	2501	0.999	8.8	K12	-1.25	-4.59	4	K14							WEBDA	Lynga
267		Berkeley 15	05 02 05	+44 30 00		8.0	1202	0.23	9.4	D14	-0.56	-1.2	108	K14				0.0		1-2-m-*	WEBDA	Lynga
268		FSR 0753	05 02 14	+36 47 24	IR	1.9	3001	1.099	8.3	K12	3.09	-3.86	2	K14							WEBDA	Lynga
269		FSR 0732	05 02 36	+42 32 55	IR	2.5	2800	0.3	9.5	K12	0.3	-1.05	2	K14							WEBDA	Lynga
270		FSR 0734	05 03 22	+42 24 49	IR	1.3	1193	0.05	8.35	D14	-2.11	1.93	26	K14							WEBDA	Lynga
271		NGC 1708	05 03 27	+52 50 00	n	20.0	630	0.3	8.755	D14	-3.21	0.18	307	K14							WEBDA	Lynga
272		NGC 1746	05 03 50	+23 46 12	r	42.0	800	0.3	8.645	D14	-1.58	-3.24	1245	K14	2.0	11	K12			3-2-p-*	WEBDA	Lynga
273	P	NGC 1750	05 03 55	+23 39 30		20.0	630	0.34	8.3	BDW	-3.14	-2.91	3	K14							WEBDA	Lynga
274		NGC 1758	05 04 35	+23 47 54		9.0	760	0.34	8.6	D14	-0.61	-3.57	113	K14							WEBDA	Lynga
275		Bica 6	05 06 20	+39 09 50		7.0	1600	0.42	9.0	D14	-1.56	0.68	71	K14	57.1	11	TRB				WEBDA	Lynga
276		Dolidze 15	05 06 35	+34 51 24	d	16.5				D14	1.78	-2.28	255	K14							WEBDA	Lynga
277		SAI 41	05 07 05	+38 25 05		2.0	5200	0.51	9.3	K12	-2.68	-2.17	4	K14							WEBDA	Lynga
278		Skiff J0507+30.8	05 07 14	+30 50 34		6.0	8701	0.1	9.1	D14	-1.29	-0.95	79	K14							WEBDA	Lynga
279		Platais 4	05 07 22	+22 16 42		204.0	276		8.0	PLA	1.65	-6.49	5	K14	16.26	4	D14				WEBDA	Lynga
280	P	NGC 1778	05 08 04	+37 01 24		8.0	1469	0.336	8.155	BDW	3.33	-3.21	1	K14	4.95	1	MMU				WEBDA	Lynga
281		SAI 43	05 08 17	+49 52 08		2.0	3840	0.18	8.95	K12	0.04	-2.72	2	K14							WEBDA	Lynga
282		King 17	05 08 22	+39 04 08		6.5	4710	0.56	8.4	D14	1.63	-1.07	110	K14						2-2-m-*	WEBDA	Lynga
283		Teutsch 132	05 10 01	+38 49 31		5.0	5370	0.75	6.7	D14	-1.92	-2.24	59	K14							WEBDA	Lynga
284		NGC 1802	05 10 14	+24 06 30	n	25.0	2100	0.581	9.15	D14	1.99	-0.82	488	K14							WEBDA	Lynga
285		NGC 1790	05 11 02	+52 07 06	n	15.0				D14	0.2	0.27	169	K14							WEBDA	Lynga
286		FSR 0716	05 11 10	+45 42 46	IR	5.1	4500	0.416	8.805	D14	3.21	-1.74	108	K14							WEBDA	Lynga
287	P	NGC 1798	05 11 39	+47 41 30		5.0	3470	0.47	9.25	D14	0.9	-0.16	86	K14	-2.0	6	RC12	-0.12	5	1-1-m-*	WEBDA	Lynga
288	P	NGC 1817	05 12 15	+16 41 24		16.0	1972	0.334	8.612	D14	-1.79	-2.17	308	K14	65.31	31	MMU	-0.16	28		WEBDA	Lynga
289		Collinder 464	05 12 39	+73 58 29		120.0				D14	1.81	0.57	5212	K14						3-3-m-*	WEBDA	Lynga
290		ASCC 13	05 13 19	+44 34 48		84.0	800	0.2	7.71	K12	-1.34	-4.02	6	K14	-8.41	2	D14				WEBDA	Lynga
291		Dolidze 16	05 14 44	+32 41 19	OC	19.8	868	0.333	7.6	D14	0.49	-4.12	245	K14	-8.4	1	D14			4-2-p-n	WEBDA	Lynga
292		ESO 252 14	05 16 00	-45 14 12	d	3.0	2180	0.958	8.655	D14	1.3	8.63	11	K14							WEBDA	Lynga
293		Melotte 31	05 18 10	+33 22 25		135.0				D14	0.34	-3.66	14341	K14	-4.79	10	D14				WEBDA	Lynga
294	P	NGC 1901	05 18 11	-68 27 00		10.0	460	0.03	8.78	D14	-0.03	0.9	190	K14	0.5	6	CMVB	-0.018	1		WEBDA	Lynga
295		Kronberger 18	05 18 36	+37 37 30		4.0	3250	1.29	8.0	D14	-1.55	-5.74	45	K14							WEBDA	Lynga
296		SAI 46	05 19 37	+36 30 32		3.0	4290	0.78	9.45	D14	-1.27	-8.97	24	K14							WEBDA	Lynga
297	P	NGC 1857	05 20 06	+39 20 36		8.0	2490	0.47	8.5	D14	-1.94	-3.84	163	K14				-0.36		1-3-m-*	WEBDA	Lynga
298		ESO 486 54	05 20 11	-26 02 54		5.0	2856	0.687	8.65	D14	16.07	-16.62	4	K14						4-2-p-*	WEBDA	Lynga
299		ASCC 14	05 20 31	+35 13 12		26.4	1100	0.18	8.61	D14	-1.27	-4.76	636	K14	-16.87	1	D14	-0.1	1		WEBDA	Lynga
300	P	Czernik 20	05 20 32	+39 32 50		36.0	3370	0.422	7.173	D14	-0.67	-3.3	1626	K14	-29.97	1	D14				WEBDA	Lynga
301	P	Berkeley 17	05 20 36	+30 36 00		7.0	2700	0.58	10.0	D14	3.6	-3.62	105	K14	-73.7	3	FJP	-0.1	3		WEBDA	Lynga
302	P	Berkeley 18	05 22 12	+45 24 00		12.0	5800	0.46	9.63	D14	0.33	-4.52	234	K14	-5.5	4	YCF	-0.4	4		WEBDA	Lynga
303		ASCC 15	05 22 37	+36 33 00		24.0	1400	0.28	8.6	D14	-2.24	-5.51	649	K14				0.26	1		WEBDA	Lynga
304	P	NGC 1893	05 22 44	+33 24 42	v	25.0	3500	0.56	6.18	D14	-0.35	-3.97	681	K14	-4.56	4	D14				WEBDA	Lynga
305		Collinder 62	05 22 53	+41 04 51		35.0	1472	0.5	8.905	D14	0.37	-0.88	1299	K14						4-3-p-*	WEBDA	Lynga
306		Dolidze 18	05 23 21	+33 30 29		14.3				D14	-0.15	-3.77	319	K14	-12.0	2	D14			4-1-p-n	WEBDA	Lynga
307		Dolidze 19	05 23 42	+08 11 00		23.0	1710	1.041	8.59	D14	0.46	-4.22	188	K14						4-1-p-*	WEBDA	Lynga
308		Dol Dzim 2	05 23 54	+11 28 00		5.0	1220	0.65	8.9	D14	4.04	-3.5	21	K14							WEBDA	Lynga
309		SAI 47	05 23 58	+42 18 52		3.0	3860	0.6	8.5	D14	-0.7	2.42	39	K14							WEBDA	Lynga
310	P	Berkeley 19	05 24 06	+29 36 00		4.0	7870	0.32	9.4	D14	3.36	-4.55	47	K14				-0.5			WEBDA	Lynga
311		SAI 48	05 24 17	+33 30 02		4.0	1800	0.31	9.35	D14	0.75	-2.45	43	K14							WEBDA	Lynga
312		Briceno 1	05 24 36	+01 48 00	o	74.4	460	0.09	6.93	K05	0.75	-0.18	29	K14	0.0	1	K05				WEBDA	Lynga
313	P	Berkeley 69	05 24 36	+32 39 00		3.0	2860	0.65	8.95	D14	5.9	-12.51	4	K14	5.2	1	DL03				WEBDA	Lynga
314		ASCC 17	05 25 12	+30 10 12		30.0	2000	0.32	7.12	D14	2.55	-3.74	901	K14	-16.0	1	D14				WEBDA	Lynga
315		FSR 0775	05 25 35	+34 57 27	IR	6.3	1300	0.57	8.72	D14	0.09	-5.19	63	K14							WEBDA	Lynga
316		NGC 1896	05 25 42	+29 19 42	n	20.0	2600	0.6	9.1	D14	1.89	-4.35	517	K14							WEBDA	Lynga
317		Berkeley 70	05 25 42	+41 54 00		6.0	4168	0.48	9.67	D14	0.1	3.39	58	K14	-15.0	8	RCar	-0.01	8	3-1-m-*	WEBDA	Lynga
318		Majaess 58	05 25 52	+34 52 30	IR	14.0				D14	-1.65	-4.46	243	K14							WEBDA	Lynga
319		NGC 1883	05 25 54	+46 29 24		3.0	4800	0.35	9.0	D14	1.02	-3.09	40	K14	-30.8	2	VBC2	-0.2	2	2-1-m-*	WEBDA	Lynga
320		Collinder 65	05 26 06	+16 42 01	o	220.0	580	0.27	8.8	K05	1.16	-6.46	73	K14	19.48	11	K07			2-3-p-*	WEBDA	Lynga
321		ASCC 18	05 26 10	+00 49 12	o	74.4	500	0.06	7.12	K05	0.89	-0.02	19	K14	24.4	2	K07				WEBDA	Lynga
322		SAI 49	05 26 25	+50 47 03		6.0	2720	0.47	9.05	D14	-0.78	-1.8	55	K14							WEBDA	Lynga
323		Czernik 21	05 26 41	+36 00 49		6.0	2300	0.72	9.55	D14	-2.56	-4.73	76	K14						4-1-m-n	WEBDA	Lynga
324		Mamajek 3	05 27 11	+06 16 00		250.0	92	0.06	7.3	MAM	8.4	-32.3	12	K14	18.0		MAM				WEBDA	Lynga
325		Dolidze 21	05 27 24	+07 04 00		12.0	3599	1.25	8.25	D14	0.17	0.53	56	K14						4-2-p-*	WEBDA	Lynga
326		FSR 0777	05 27 31	+34 44 01	IR	6.7	1000	0.4	7.625	D14	-1.14	-4.54	77	K14	2.2	1	D14				WEBDA	Lynga
327		ASCC 19	05 27 47	-01 58 48	o	96.0	350	0.01	7.64	D14	1.43	-1.0	2412	K14	24.31	5	D14				WEBDA	Lynga
328		Dolidze 20	05 27 49	+33 47 36	d	10.0	900	0.3	7.3	D14	0.6	-3.03	147	K14						-3-p-*	WEBDA	Lynga
329		Waterloo 2	05 28 01	+40 22 18		4.0	550	0.171	8.33	D14	0.68	-0.69	33	K14							WEBDA	Lynga
330	P	NGC 1907	05 28 05	+35 19 30		7.0	1800	0.52	8.5	BDW	-1.88	-1.63	1	K14	0.1		RGDZ				WEBDA	Lynga
331	P	Stock 8	05 28 07	+34 25 24	v	12.0	2005	0.4	6.3	D14	-1.07	-3.02	225	K14	-18.01	3	FM09				WEBDA	Lynga
332		Kronberger 1	05 28 21	+34 46 30		1.6	1900	0.52	7.5	D14	-1.21	-4.13	24	K14	13.0	1	K12				WEBDA	Lynga
333	P	NGC 1912	05 28 40	+35 50 54		20.0	1400	0.25	8.5	D14	0.56	-5.56	2579	K14	-44.98	1	MMU	-0.38	1		WEBDA	Lynga
334		ASCC 20	05 28 44	+01 37 48	o	90.0	450	0.04	7.35	K05	-0.09	0.51	30	K14	14.31	7	D14				WEBDA	Lynga
335		ASCC 21	05 28 59	+03 39 00	o	96.0	500	0.03	7.11	K05	0.52	-0.62	31	K14	18.57	9	D14				WEBDA	Lynga
336		Teutsch 52	05 30 18	+38 13 53		4.8	3240	1.22	8.7	D14	-0.9	-2.27	28	K14							WEBDA	Lynga
337	P	NGC 1931	05 31 25	+34 14 42		17.0	2300	0.74	6.3	D14	-0.29	-3.48	279	K14							WEBDA	Lynga
338	P	Berkeley 20	05 32 37	+00 11 18		2.0	8400	0.12	9.78	D06	1.51	-4.11	13	K14	70.0	6	FJ02	-0.3	2		WEBDA	Lynga
339		FSR 0761	05 33 23	+39 50 44	IR	0.8	3743	0.354	8.985	K12	-2.95	-0.57	3	K14							WEBDA	Lynga
340		Dol Dzim 3	05 33 42	+26 29 00		4.5	2530	0.77	8.6	D14	-1.54	3.17	25	K14							WEBDA	Lynga
341		FSR 0842	05 34 22	+25 35 44	IR	1.2	3816	1.374	6.55	D14	-1.95	2.06	11	K14							WEBDA	Lynga
342		FSR 0763	05 34 39	+39 08 12	IR	2.5								K14							WEBDA	Lynga
343	P	Collinder 69	05 35 06	+09 56 00		70.0	400	0.12	6.7	TYC	0.45	-2.4	40	K14	31.38	4	K07				WEBDA	Lynga
344		NGC 1981	05 35 08	-04 20 35	oe	22.0	380	0.07	6.7	D14	3.22	1.36	134	K14	20.06	5	D14			3-3-p-n	WEBDA	Lynga
345		NGC 1977	05 35 16	-04 49 12	oe	20.0	500	0.05	7.08	D14	3.24	1.34	127	K14	8.97	4	D14				WEBDA	Lynga
346		Trapezium	05 35 16	-05 23 24	oe	47.0	414	0.05	7.11	D14	2.05	1.56	628	K14	31.98	33	D14				WEBDA	Lynga
347		NGC 1980	05 35 24	-05 54 54		20.0	550	0.05	6.67	D14	0.73	-0.46	93	K14	28.54	6	D14			3-3-m-n	WEBDA	Lynga
348		Collinder 70	05 35 30	-01 06 00	o	140.0	387	0.042	6.98	TYC	0.15	-0.7	130	K14	27.35	20	D14	0.144	1		WEBDA	Lynga
349		Dol Dzim 4	05 35 54	+25 57 00		12.0	1220	1.1	8.0	D14	-1.11	1.39	84	K14							WEBDA	Lynga
350	P	NGC 1960	05 36 18	+34 08 24		10.0	1330	0.22	7.4	D14	-0.22	-5.66	199	K14	-17.83	8	FM09				WEBDA	Lynga
351		FSR 0807	05 36 34	+31 51 20	IR	8.0	1300	1.7	6.7	D14	-1.3	-5.03	63	K14							WEBDA	Lynga
352		FSR 0814	05 36 49	+31 12 42	IR	2.4								K14							WEBDA	Lynga
353		Koposov 36	05 36 51	+31 12 39		9.0	1700	0.83	8.35	D14	0.1	-3.99	108	K14							WEBDA	Lynga
354		FSR 0815	05 37 42	+31 19 27	IR	2.8	2153	1.041	8.655	K12	1.39	-6.7	3	K14							WEBDA	Lynga
355		NGC 1996	05 38 10	+25 49 00	n	22.0	1400	0.15	8.45	D14	-1.58	1.92	406	K14							WEBDA	Lynga
356		FSR 0812	05 38 13	+31 44 00	IR	10.0	3300	0.8	7.0	D14	0.25	-6.03	88	K14							WEBDA	Lynga
357		Majaess 61	05 38 23	+27 26 59	IR	4.0				D14	2.19	6.34	22	K14							WEBDA	Lynga
358		Sigma Orionis	05 38 42	-02 36 00	o	10.0	399	0.05	7.11	BDW	1.73	0.47	18	K14	29.89	2	D14			3-1-p-*	WEBDA	Lynga
359		Stock 10	05 39 00	+37 56 00		25.0	380	0.07	7.9	D14	-1.49	-4.44	593	K14	-8.16	1	D14			4-2-p-*	WEBDA	Lynga
360		NGC 2017	05 39 17	-17 50 48	p	12.0	1120	0.06	9.2	D14	1.02	-0.61	56	K14	22.0	1	D14			2-1-p-*	WEBDA	Lynga
361		FSR 0816	05 39 17	+31 30 05	IR	0.8	2100	0.999	8.75	K12	1.32	-8.34	4	K14							WEBDA	Lynga
362		FSR 0817	05 39 27	+30 53 36	IR	1.2	1359	0.416	9.05	D14	-0.78	-5.9	15	K14	25.0	1	D14				WEBDA	Lynga
363		Teutsch 1	05 39 29	+33 20 46		2.0	4300	0.4	8.3					K14							WEBDA	Lynga
364		Koposov 27	05 39 30	+33 21 00		3.0	3700	0.45	8.65	D14	-0.63	-6.44	31	K14							WEBDA	Lynga
365		Berkeley 71	05 40 55	+32 16 40		6.2	3260	0.81	9.0	D14	-0.23	-3.55	47	K14						2-1-m-*	WEBDA	Lynga
366		Teutsch 2	05 41 22	+39 14 11		5.6	3610	0.48	8.95	D14	-0.74	-0.38	62	K14							WEBDA	Lynga
367		FSR 0821	05 41 53	+29 54 17	IR	9.9	1213	0.562	9.1	D14	-0.15	-2.41	88	K14				-0.21	1		WEBDA	Lynga
368		FSR 0855	05 42 22	+22 49 34	IR	1.8								K14							WEBDA	Lynga
369		FSR 0823	05 42 38	+29 33 56	IR	8.1	1100	0.55	8.805	D14	1.44	-4.71	71	K14							WEBDA	Lynga
370		Teutsch 45	05 42 44	+30 58 17		4.0	6770	0.75	7.0	D14	-0.8	-2.5	38	K14							WEBDA	Lynga
371		FSR 0826	05 42 52	+28 56 29	IR	10.0	2100	1.09	7.0	D14	-0.57	-2.67	105	K14							WEBDA	Lynga
372		NGC 2026	05 43 12	+20 08 00		16.0	1418	0.6	8.74	D14	0.3	-4.49	261	K14							WEBDA	Lynga
373		Koposov 77	05 43 52	+21 42 37		4.8	5400	0.56	9.08	D14	1.56	-4.9	46	K14							WEBDA	Lynga
374		NGC 2013	05 44 01	+55 47 36		6.0	1100	0.23	9.18	D14	0.51	-2.81	34	K14							WEBDA	Lynga
375		NGC 2061	05 44 06	-33 56 06		18.0	542	0.03	9.32	D14	0.71	3.68	84	K14							WEBDA	Lynga
376		Teutsch 10	05 44 22	+28 49 13		6.0	2600	1.01	7.5	D14	-2.55	-1.41	47	K14							WEBDA	Lynga
377		FSR 0850	05 45 15	+24 45 13	IR	0.8	1836	0.562	7.3	K14	0.07	-3.88	152	K14							WEBDA	Lynga
378		Koposov 10	05 47 29	+35 25 56		4.0	2000	0.81	8.6	D14	0.25	-3.02	49	K14							WEBDA	Lynga
379		Basel 4	05 48 30	+30 13 00		3.6	3000	0.45	8.3	D14	-0.59	-2.65	27	K14							WEBDA	Lynga
380	P	Collinder 74	05 48 40	+07 21 30		6.0	2510	0.38	9.11	D14	1.92	-3.0	66	K14							WEBDA	Lynga
381		FSR 0846	05 48 44	+26 22 05	IR	1.2	1881	1.02	7.3	D14	1.99	-0.15	12	K14							WEBDA	Lynga
382	P	King 8	05 49 24	+33 38 00		4.0	6403	0.58	8.618	D14	2.58	-4.04	62	K14	-1.0	2	K12	-0.46	2		WEBDA	Lynga
383		Majaess 65	05 49 44	+27 06 30	IR	14.0				D14	-3.0	3.47	156	K14							WEBDA	Lynga
384		Czernik 23	05 50 04	+28 53 41		5.0	2500	0.38	8.45	D14	-0.02	-0.32	74	K14						3-1-p-*	WEBDA	Lynga
385		Berkeley 72	05 50 18	+22 14 59		8.0	3500	0.43	8.65	D14	-0.22	-2.78	114	K14						2-1-p-*	WEBDA	Lynga
386		FSR 0849	05 51 13	+25 46 18	IR	0.8	1063	0.521	8.635	K14	1.35	-3.26	45	K14							WEBDA	Lynga
387	P	Berkeley 21	05 51 42	+21 47 00		5.0	5000	0.76	9.34	D14	1.47	-5.8	69	K14	-0.6	4	YCA	-0.835	4		WEBDA	Lynga
388		Dutra Bica 83	05 52 05	+27 23 30		3.5	1586	1.31	7.15	D14	2.81	3.79	15	K14							WEBDA	Lynga
